Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
20.08_720.4343n,720.4343183,719.4270419,1,20.07828333,5.5121,0,8.475049222,Condition 1,Condition 4,100 - 37.8 - 9.55 - 1.73 - 0.084,145965.1928,---,145965.1928,114321.3393,26103.88741,17222.93157,103992.3215,124896.2537,106794.2043,27326.15895,18640.76996,103992.3215,,,"M-H, M+HCOO",,,,,,,
20.03_832.4196n,832.419638,831.4123616,1,20.02595,1.736133333,0,7.098225127,Condition 1,Condition 4,100 - 39.8 - 15.6 - 4.46,11718.44253,---,11718.44253,10745.95883,3184.608362,1650.897558,9707.409959,10026.97659,10038.42441,3333.722403,1786.803917,9707.409959,,,"M-H, M+HCOO",,,,,,,
19.70_658.4067n,658.4067456,703.4047328,1,19.7025,1.02275,0,2.687695409,Condition 2,Condition 4,100 - 31.1,730.4624075,---,652.7443066,730.4624075,497.1523791,271.7802043,531.950359,558.5257481,682.3673694,520.4307204,294.153887,531.950359,,,"M-H, M+HCOO",,,,,,,
19.64_1162.5267n,1162.526675,1207.529126,1,19.64145,0.594833333,0,2.067264617,Condition 1,Condition 3,100 - 47.4 - 22 - 1.12,978.1619571,---,978.1619571,704.8769142,473.1672709,708.2459392,598.0389786,836.9718944,658.4664738,495.3225491,766.5506637,598.0389786,,,"M-H, M+HCOO",,,,,,,
19.54_716.4094n,716.4093541,715.4020777,1,19.53656667,1.564633333,0,2.337441421,Condition 1,Condition 4,100 - 37.1,4549.224808,---,4549.224808,1966.757486,3957.427718,1946.241205,2745.99235,3892.579626,1837.262422,4142.727754,2106.461054,2745.99235,,,"M-H, M+HCOO",,,,,,,
19.48_532.3288n,532.3287644,531.321488,1,19.48405,0.323683333,0,5.503635407,Condition 3,Condition 2,100 - 27.3 - 16,458.2008145,---,105.6647324,83.25420937,458.2008145,147.0211693,234.02632,90.41285099,77.77259344,479.655313,159.1243503,234.02632,,,"M-H, M+HCOO",,,,,,,
19.27_1324.5782n,1324.578197,1323.570921,1,19.26543333,0.27175,0,7.342183567,Condition 1,Condition 2,100 - 54.2 - 14.2,188.1099056,---,188.1099056,25.62043074,165.748173,145.7643558,120.4838856,160.9577053,23.93353271,173.5090582,157.7640724,120.4838856,,,"M-H, M+HCOO",,,,,,,
19.21_1372.8195n,1372.819473,1417.818446,1,19.21261667,0.428466667,0,4.354317038,Condition 1,Condition 3,100 - 61.5 - 16.2,364.9671645,---,364.9671645,314.6403758,83.8173154,324.1853815,229.3683832,312.2869959,293.9238534,87.74192315,350.8732004,229.3683832,,,"M-H, M+HCOO",,,,,,,
19.15_1158.5550n,1158.555042,1203.524057,1,19.15115,0.428466667,0,19.96581235,Condition 4,Condition 2,100 - 50.8 - 16.5,728.5233588,---,58.22469324,36.48854081,469.5306753,728.5233588,155.096952,49.82041209,34.08606569,491.5156758,788.4973754,155.096952,,,"M-H, M+HCOO",,,,,,,
19.10_1068.5455n,1068.545549,1067.538273,1,19.0986,0.8045,0,16.50719766,Condition 4,Condition 1,100 - 54.8 - 16.8 - 3.98 - 1.01 - 0.0215,40073.56575,---,2427.641964,3681.349041,29092.36305,40073.56575,12329.5915,2077.230748,3438.961999,30454.56504,43372.53025,12329.5915,,,"M-H, M+HCOO",,,,,,,
18.84_706.4263n,706.4262577,751.423462,1,18.83718333,1.727516667,0,38.7190109,Condition 2,Condition 3,100 - 38.4 - 11.7 - 2.96 - 0.883 - 0.026,85512.86078,---,63660.09843,85512.86078,2208.549723,2690.598917,47351.06582,54471.25887,79882.53093,2311.961426,2912.096309,47351.06582,,,"M-H, M+HCOO",,,,,,,
18.04_926.5169n,926.5169345,925.5096581,1,18.03686667,1.198383333,0,3.319709241,Condition 3,Condition 1,100 - 43.9 - 18.6 - 2.55 - 1.06,8075.742088,---,2432.665484,2890.372624,8075.742088,6848.463446,3905.439559,2081.529161,2700.064978,8453.875411,7412.247511,3905.439559,,,"M-H, M+HCOO",,,,,,,
18.04_548.3727n,548.3727388,593.3621051,1,18.03686667,0.219116667,0,17.17281433,Condition 3,Condition 2,100 - 25.4,463.1833144,---,71.15246436,26.97189322,463.1833144,105.3830575,140.1675134,60.8821601,25.19601233,484.8711103,114.0584763,140.1675134,,,"M-H, M+HCOO",,,,,,,
17.98_632.3760n,632.3760063,677.4231201,1,17.97551667,1.040916667,0,1.398950192,Condition 3,Condition 1,100 - 36.5 - 42.7,4709.729961,---,3366.617332,4336.770261,4709.729961,3828.790248,4331.089087,2880.672332,4051.229036,4930.25531,4143.986634,4331.089087,,,"M-H, M+HCOO",,,,,,,
17.98_530.3087n,530.3086687,529.3013923,1,17.97551667,1.9004,0,1.444654659,Condition 1,Condition 3,100 - 25.9 - 6 - 0.441,6551.355872,---,6551.355872,5590.506897,4534.894086,6068.450661,5190.308643,5605.718659,5222.41726,4747.233033,6568.02196,5190.308643,,,"M-H, M+HCOO",,,,,,,
17.27_618.3251n,618.3250918,617.3178154,1,17.26686667,2.371983333,0,5.63220852,Condition 1,Condition 4,100 - 29 - 8.91 - 1.02,7814.188595,---,7814.188595,5738.722036,2547.609952,1387.411096,3575.587448,6686.271311,5360.873632,2666.897592,1501.626536,3575.587448,,,"M-H, M+HCOO",,,,,,,
17.11_868.4595n,868.4594706,913.4765102,1,17.10888333,0.763066667,0,2.085001555,Condition 4,Condition 1,100 - 37.6 - 25.6 - 2.97,2589.59353,---,1242.010359,2174.263047,2357.544719,2589.59353,2021.882824,1062.735834,2031.105421,2467.932868,2802.775885,2021.882824,,,"M-H, M+HCOO",,,,,,,
16.67_1032.5217n,1032.521737,1077.491653,1,16.66991667,0.482216667,0,3.691211352,Condition 4,Condition 1,100 - 50.9 - 44 - 15.6 - 4.53,983.9470699,---,266.5648147,831.4233339,691.6059576,983.9470699,444.1012459,228.0882591,776.6808359,723.9892675,1064.948258,444.1012459,,,"M-H, M+HCOO",,,,,,,
16.25_940.4964n,940.4963661,939.4890896,1,16.24721667,0.799933333,0,8.271276843,Condition 4,Condition 1,100 - 46 - 9.19 - 4.05,1825.216716,---,220.6692812,380.4689377,1604.683451,1825.216716,793.7291177,188.8173886,355.4181372,1679.82011,1975.473501,793.7291177,,,"M-H, M+HCOO",,,,,,,
16.25_702.3872n,702.3871748,701.3798984,1,16.24721667,0.422966667,0,2.778938823,Condition 3,Condition 4,100 - 32.4 - 21.8,402.2700601,---,247.1358554,335.7953649,402.2700601,144.7567168,320.3233321,211.4637189,313.6859576,421.1056931,156.6734819,320.3233321,,,"M-H, M+HCOO",,,,,,,
16.25_490.3490n,490.3490417,535.3492319,1,16.24721667,1.019483333,0,18.4833501,Condition 4,Condition 1,100 - 22.4 - 2.84,1351.469928,---,73.11823456,597.7968616,819.6065361,1351.469928,641.0089527,62.56418668,558.4367761,857.9832623,1462.726594,641.0089527,,,"M-H, M+HCOO",,,,,,,
16.19_760.3520n,760.3520158,805.3531561,1,16.19435,1.074916667,0,1.24380381,Condition 1,Condition 3,100 - 35.6,2906.766635,---,2906.766635,2646.312873,2336.997693,2795.530311,2737.854022,2487.197503,2472.074587,2446.423761,3025.66594,2737.854022,,,"M-H, M+HCOO",,,,,,,
16.19_692.3610n,692.3609996,691.3537232,1,16.19435,1.127716667,0,1.632829827,Condition 1,Condition 3,100 - 30.7 - 1.21,26360.58795,---,26360.58795,19398.45097,16144.11221,17154.01119,20196.91135,22555.64232,18121.21996,16900.03367,18566.17587,20196.91135,,,"M-H, M+HCOO",,,,,,,
16.19_532.3601n,532.3601317,531.3528552,1,16.19435,0.791233333,0,14.78217822,Condition 2,Condition 1,100 - 22.7 - 5.11,1473.628617,---,99.68954474,1473.628617,535.8504242,602.6950937,736.8165654,85.30013512,1376.602098,560.9407378,652.3105866,736.8165654,,,"M-H, M+HCOO",,,,,,,
15.76_1444.7918n,1444.791789,1489.80012,1,15.7646,0.48855,0,2.368776562,Condition 1,Condition 2,100 - 68 - 34.8 - 5.88,716.9351375,---,716.9351375,302.6605164,518.5244365,307.5019404,457.4261282,613.4511323,282.7327707,542.8034892,332.8163332,457.4261282,,,"M-H, M+HCOO",,,,,,,
15.76_752.4153n,752.4152889,797.4291721,1,15.7646,6.751683333,0,2.306766727,Condition 3,Condition 2,100 - 39.4 - 6.62 - 1.03 - 0.535,81547.80932,---,57413.7882,35351.56301,81547.80932,46848.74957,49648.96379,49126.55488,33023.94868,85366.15118,50705.46556,49648.96379,,,"M-H, M+HCOO",,,,,,,
14.95_810.4685n,810.4684741,855.4682537,1,14.95433333,0.704566667,0,15.3931003,Condition 2,Condition 4,100 - 39.4 - 11.4 - 2.56 - 2.75,14399.86407,---,7350.728924,14399.86407,1164.250091,935.4752315,5233.340108,6289.708435,13451.74955,1218.764184,1012.486087,5233.340108,,,"M-H, M+HCOO",,,,,,,
14.95_748.3999n,748.3999255,793.4004223,1,14.95433333,1.077766667,0,7.087691256,Condition 3,Condition 2,100 - 39.1 - 5.31 - 2.09,26642.47169,---,17026.71939,3758.977461,26642.47169,12039.785,12821.66697,14569.04501,3511.479216,27889.96154,13030.93272,12821.66697,,,"M-H, M+HCOO",,,,,,,
14.84_1006.4906n,1006.490558,1051.486166,1,14.84041667,0.432366667,0,5.263573239,Condition 4,Condition 1,100 - 41.3 - 42.9 - 14.2,785.1453143,---,149.1658383,191.9552476,360.8475391,785.1453143,306.3371428,127.6349109,179.316548,377.7436308,849.7806037,306.3371428,,,"M-H, M+HCOO",,,,,,,
14.79_998.5007n,998.5006658,1043.551788,1,14.78771667,0.379583333,0,1.951266243,Condition 1,Condition 2,100 - 45.8 - 27.7 - 14.7,436.6850879,---,436.6850879,223.7957477,338.9694367,236.134221,302.6649761,373.6529954,209.0606088,354.8411223,255.5734298,302.6649761,,,"M-H, M+HCOO",,,,,,,
14.79_240.1374n,240.1374373,239.1301608,1,14.78771667,0.4321,0,2.913353445,Condition 1,Condition 2,100 - 14.6 - 4.03,863.4324915,---,863.4324915,296.3706628,413.573055,297.6877447,385.7631368,738.8027338,276.8570531,432.9379322,322.1942064,385.7631368,,,"M-H, M+HCOO",,,,,,,
14.58_678.4008n,678.4008197,677.3935432,1,14.5816,1.772983333,0,1.387158923,Condition 2,Condition 4,100 - 31.8,3947.901062,---,3588.050449,3947.901062,3448.586339,2846.033715,3420.909699,3070.143303,3687.963726,3610.060715,3080.326921,3420.909699,,,"M-H, M+HCOO",,,,,,,
14.54_692.4092n,692.4091543,691.4018778,1,14.53831667,1.285116667,0,1.676774885,Condition 1,Condition 3,100 - 34.6,68140.79225,---,68140.79225,68086.13174,40638.00864,55761.12771,58211.68591,58305.19941,63603.21097,42540.81647,60351.53481,58211.68591,,,"M-H, M+HCOO",,,,,,,
14.42_1016.4681n,1016.468109,1015.460832,1,14.42433333,0.416483333,0,1.483357519,Condition 2,Condition 4,100 - 50 - 54.8,671.0749637,---,635.9884215,671.0749637,453.236476,452.4027114,462.4289017,544.1884446,626.8901082,474.4585276,489.6457283,462.4289017,,,"M-H, M+HCOO",,,,,,,
8.43_1104.3771n,1104.377102,1149.373184,1,8.433766667,0.366616667,0,2.373883312,Condition 2,Condition 1,100 - 16.2,143.1175559,---,60.28837021,143.1175559,89.07976259,131.0439424,114.1165076,51.58621336,133.6944231,93.25077577,141.8318347,114.1165076,,,"M-H, M+HCOO",,,,,,,
8.55_858.4508n,858.4508401,903.4558626,1,8.548366667,0.267183333,0,1.93723572,Condition 2,QC,100 - 38.3 - 17.5,1040.950239,---,974.9072915,1040.950239,607.2663596,672.624349,537.3379336,834.1870143,972.4120897,635.7006068,727.9966076,537.3379336,,,"M-H, M+HCOO",,,,,,,
8.49_830.2707n,830.2707075,829.2634311,1,8.4867,0.4782,0,1.756056217,Condition 1,Condition 4,100 - 38.8 - 4.41,1875.743218,---,1875.743218,1608.955211,1142.583568,1068.156702,1251.194642,1604.994288,1503.018531,1196.083161,1156.090256,1251.194642,,,"M-H, M+HCOO",,,,,,,
8.43_400.2456n,400.2456069,399.2383305,1,8.433766667,0.428433333,0,3.096858566,Condition 4,Condition 1,100 - 20.7 - 7.77,1076.99541,---,347.7702927,674.6968202,533.4702483,1076.99541,664.0304592,297.5723586,630.2734948,558.449114,1165.65659,664.0304592,,,"M-H, M+HCOO",,,,,,,
8.75_974.5081n,974.5080714,1019.506463,1,8.74735,0.11145,0,21.80954957,Condition 1,Condition 3,100 - 45.2,307.9909035,---,307.9909035,101.3045388,14.12183697,71.25824342,69.20285077,263.5348145,94.63445476,14.78306873,77.12441507,69.20285077,,,"M-H, M+HCOO",,,,,,,
8.38_1096.2367n,1096.236747,1095.229471,1,8.383916667,0.524766667,0,1.361492161,Condition 4,Condition 1,100 - 45 - 46.2 - 12.2 - 1.11,850.3177963,---,624.5484334,693.9764372,743.061005,850.3177963,764.3185483,534.3997296,648.283705,777.8536127,920.318261,764.3185483,,,"M-H, M+HCOO",,,,,,,
8.38_1094.3932n,1094.393157,1093.385881,1,8.383916667,0.2174,0,2.551168426,Condition 4,Condition 1,100 - 43.9 - 8.66,264.3109216,---,103.6038699,183.3240392,144.9518529,264.3109216,180.2994257,88.64945788,171.2536348,151.7389847,286.0697127,180.2994257,,,"M-H, M+HCOO",,,,,,,
8.33_372.2148n,372.2148416,417.2464872,1,8.330966667,0.574533333,0,1.583595755,Condition 2,Condition 1,100 - 20.4 - 9.05,1299.182898,---,820.4005935,1299.182898,843.0899692,1175.455256,1015.144984,701.9821553,1213.642218,882.5662685,1272.221917,1015.144984,,,"M-H, M+HCOO",,,,,,,
9.12_424.2319n,424.2319426,423.2246662,1,9.1239,0.26435,0,4.120127477,Condition 4,Condition 1,100 - 7.7,206.545302,---,50.13080375,118.3474669,137.609919,206.545302,170.6873122,42.89481254,110.5552439,144.0532768,223.5486708,170.6873122,,,"M-H, M+HCOO",,,,,,,
9.12_826.3214n,826.3214436,871.2936992,1,9.1239,1.47955,0,1.293814891,Condition 2,Condition 1,100 - 27.1 - 9.12 - 1.23,1645.127953,---,1271.532709,1645.127953,1549.158059,1318.470516,1512.841102,1087.996862,1536.809591,1621.694834,1427.010581,1512.841102,,,"M-H, M+HCOO",,,,,,,
9.07_504.2658n,504.2657992,549.2165347,1,9.073916667,1.265383333,0,9.409817168,Condition 4,Condition 2,100 - 22.9 - 9.95,19255.98891,---,3333.766155,2046.372269,10770.56253,19255.98891,6467.757248,2852.562966,1911.635216,11274.87638,20841.19409,6467.757248,,,"M-H, M+HCOO",,,,,,,
9.34_814.4662n,814.466245,859.4656025,1,9.335283333,0.254816667,0,2.407653774,Condition 4,Condition 1,100 - 39.7,2944.805325,---,1223.101659,1311.117234,1676.926466,2944.805325,1625.808349,1046.556457,1224.790775,1755.445786,3187.229677,1625.808349,,,"M-H, M+HCOO",,,,,,,
9.39_780.4220n,780.4219713,825.4225425,1,9.38845,0.146216667,0,3.496826007,Condition 1,Condition 3,100 - 39.4 - 16.8,666.1358898,---,666.1358898,480.9930786,190.4972934,217.3808455,329.9607179,569.9843605,449.323577,199.4170154,235.2762256,329.9607179,,,"M-H, M+HCOO",,,,,,,
9.34_506.3439n,506.3439229,551.3424257,1,9.335283333,0.57525,0,14.2664136,Condition 3,Condition 1,100 - 27 - 3.81,2106.087751,---,147.6255918,1938.130945,2106.087751,2036.682774,1735.35207,126.316987,1810.520707,2204.701841,2204.348018,1735.35207,,,"M-H, M+HCOO",,,,,,,
9.54_516.1337n,516.1336961,561.2908411,1,9.54325,0.8627,0,5.334682908,Condition 4,Condition 1,100 - 25.2 - 51.9 - 14.4,9046.855457,---,1695.85627,2902.19666,7211.581052,9046.855457,4816.524092,1451.072621,2711.110497,7549.251458,9791.617108,4816.524092,,,"M-H, M+HCOO",,,,,,,
9.28_1112.3885n,1112.388505,1111.381229,1,9.282233333,0.7366,0,1.238914219,QC,Condition 1,100 - 38.3 - 30 - 4.42,688.1744145,---,555.465749,686.9844071,657.8517139,626.7180352,688.1744145,475.2885928,641.7520435,688.654537,678.3111617,688.1744145,,,"M-H, M+HCOO",,,,,,,
6.99_522.3407n,522.3406711,521.3333946,1,6.9928,0.3266,0,6.430579066,Condition 3,Condition 1,100 - 17.9,273.4469641,---,42.52291454,123.0689455,273.4469641,241.2947745,179.8986519,36.3850629,114.9658514,286.2506678,261.1588141,179.8986519,,,"M-H, M+HCOO",,,,,,,
9.76_684.3917n,684.3917379,729.4036115,1,9.760866667,0.5082,0,2.439249068,Condition 4,Condition 1,100 - 35.6 - 10.6 - 2.34,2319.396766,---,950.8650824,1877.67057,1636.765498,2319.396766,1470.43741,813.6151109,1754.041158,1713.404347,2510.335791,1470.43741,,,"M-H, M+HCOO",,,,,,,
9.85_520.2394n,520.2393515,519.2320751,1,9.853866667,0.179983333,0,2.064100421,Condition 2,Condition 4,100 - 26.9,269.8111274,---,266.7650748,269.8111274,145.2641796,130.7160856,150.9269851,228.2596132,252.0462482,152.0659356,141.4769879,150.9269851,,,"M-H, M+HCOO",,,,,,,
6.94_272.0696n,272.0696008,317.1054633,1,6.939816667,0.690316667,0,4.09487762,Condition 4,Condition 1,100 - 14.7 - 27.3 - 5.02 - 0.223,1475.558868,---,360.3426049,382.0893573,565.9746172,1475.558868,897.596338,308.3299554,356.9318653,592.4754465,1597.030872,897.596338,,,"M-H, M+HCOO",,,,,,,
9.94_490.1475n,490.1474933,535.1472254,1,9.94085,0.493116667,0,67.83547177,Condition 4,Condition 1,100 - 24.7 - 3.56,1881.801978,---,27.74067799,37.77541223,172.5414367,1881.801978,470.0708741,23.7365271,35.28820704,180.6204053,2036.717015,470.0708741,,,"M-H, M+HCOO",,,,,,,
10.04_602.2556n,602.2556097,601.2483332,1,10.03633333,2.894316667,0,7.661392184,Condition 4,Condition 1,100 - 26.1 - 11,14666.92476,---,1914.3942,8111.595313,10613.95251,14666.92476,8519.195377,1638.066302,7577.512406,11110.93335,15874.34574,8519.195377,,,"M-H, M+HCOO",,,,,,,
10.14_424.2316n,424.2316415,423.2243651,1,10.13921667,0.316766667,0,4.264720228,Condition 1,Condition 3,100 - 20.2 - 8.88 - 0.574,1325.382656,---,1325.382656,1290.41835,310.7783361,840.768407,696.0050873,1134.073989,1205.454745,325.3300198,909.98274,696.0050873,,,"M-H, M+HCOO",,,,,,,
10.09_1308.8650n,1308.865039,1353.856683,1,10.0894,0.102883333,0,Infinity,Condition 3,Condition 1,100 - 74.1 - 28.2 - 5.36,2564.89715,---,0,0,2564.89715,0,316.8026935,0,0,2684.994235,0,316.8026935,,,"M-H, M+HCOO",,,,,,,
10.25_936.3377n,936.3377396,981.4278157,1,10.24731667,0.524183333,0,1.678778072,Condition 4,Condition 2,100 - 37.1,421.6232399,---,377.2407597,251.1488844,337.5016569,421.6232399,290.579983,322.7889931,234.6127628,353.3046161,456.3324072,290.579983,,,"M-H, M+HCOO",,,,,,,
10.35_506.1871n,506.1870913,551.1889088,1,10.3531,0.321783333,0,5.607491602,Condition 4,Condition 2,100 - 32.4 - 24.8,299.3889163,---,75.05084623,53.3908809,214.5339104,299.3889163,206.3183879,64.21784091,49.87552347,224.5791074,324.0354229,206.3183879,,,"M-H, M+HCOO",,,,,,,
10.41_834.2790n,834.2789634,879.3976655,1,10.40605,1.306,0,1.204067145,Condition 1,QC,100 - 42.8 - 24.3 - 5.52,1283.77102,---,1283.77102,1120.30118,1162.415914,1071.27288,1066.19554,1098.468668,1046.538414,1216.844125,1159.462965,1066.19554,,,"M-H, M+HCOO",,,,,,,
10.47_674.2633n,674.2632753,673.2559989,1,10.46758333,1.21025,0,2.89497042,Condition 2,Condition 1,83.5 - 26.7 - 100 - 42.2 - 71.8,2923.914296,---,1009.997987,2923.914296,1724.172996,1764.796876,1555.170288,864.212641,2731.398202,1804.904557,1910.079736,1555.170288,,,"M-H, M+HCOO",,,,,,,
10.41_870.3005n,870.3004707,915.4540394,1,10.40605,1.379716667,0,1.233020555,Condition 4,Condition 3,100 - 39.9 - 21.8,1855.741411,---,1781.627203,1848.415773,1505.036881,1855.741411,1591.000238,1524.463188,1726.712553,1575.507755,2008.511071,1591.000238,,,"M-H, M+HCOO",,,,,,,
10.66_424.2311n,424.2311006,423.2238242,1,10.66031667,0.353916667,0,1.47633838,QC,Condition 3,100 - 19.1 - 9.09,815.7288186,---,804.543949,683.130212,552.5351298,566.3946113,815.7288186,688.414294,638.151616,578.4066772,613.0217501,815.7288186,,,"M-H, M+HCOO",,,,,,,
10.82_826.4619n,826.4618828,871.4646445,1,10.815,0.735933333,0,28.90931121,Condition 2,Condition 3,100 - 40.6 - 12.5 - 3.48 - 0.74,25910.90301,---,20374.34486,25910.90301,896.2822678,1108.162376,8875.096886,17433.46681,24204.87974,938.2492088,1199.389305,8875.096886,,,"M-H, M+HCOO",,,,,,,
10.35_548.3544n,548.3543551,547.3470787,1,10.3531,2.3006,0,20.91321845,Condition 4,Condition 1,100 - 26 - 6.1 - 0.17 - 1.26,7521.714075,---,359.6631523,6399.602012,7492.69927,7521.714075,6719.170819,307.7485766,5978.24001,7843.532573,8140.921955,6719.170819,,,"M-H, M+HCOO",,,,,,,
10.35_410.1599n,410.1598795,409.1526031,1,10.3531,0.42465,0,1.71629121,Condition 4,Condition 1,100 - 15.8,265.4524489,---,154.666322,226.4697332,204.4907937,265.4524489,194.3459636,132.3414426,211.558534,214.0657383,287.3052137,194.3459636,,,"M-H, M+HCOO",,,,,,,
11.04_958.5022n,958.5021841,957.4949076,1,11.03568333,0.877583333,0,2.594652507,Condition 4,Condition 1,100 - 40.6 - 14.3,1764.147352,---,679.9166158,913.8556063,1088.399356,1764.147352,934.7710942,581.775946,853.6856103,1139.361864,1909.376741,934.7710942,,,"M-H, M+HCOO",,,,,,,
11.04_684.3995n,684.3995015,729.4024977,1,11.03568333,0.564916667,0,3.586146139,Condition 4,Condition 1,100 - 42.4 - 24.4 - 5.61,4541.362136,---,1266.362819,3690.779722,1804.699069,4541.362136,2044.5745,1083.573206,3447.771746,1889.201131,4915.219371,2044.5745,,,"M-H, M+HCOO",,,,,,,
10.30_872.2261n,872.2260567,917.3402379,1,10.30025,0.213883333,0,2.613675454,Condition 1,Condition 4,100 - 26.3,271.0801741,---,271.0801741,143.829225,160.5992237,103.7160806,128.0983994,231.9518616,134.3592345,168.1190178,112.2542694,128.0983994,,,"M-H, M+HCOO",,,,,,,
11.28_1018.2595n,1018.259478,1017.252202,1,11.28363333,0.182683333,0,18.90655684,Condition 4,Condition 1,100 - 41.6 - 5.53,377.385649,---,19.96056988,86.07038213,267.6569367,377.385649,163.7819226,17.07941702,80.40334401,280.1895319,408.453058,163.7819226,,,"M-H, M+HCOO",,,,,,,
10.09_654.4310n,654.4309943,699.4289504,1,10.0894,0.25745,0,775.3692953,Condition 3,Condition 4,100 - 36.3 - 8.42 - 1.06 - 0.211,29844.00707,---,3687.775484,258.4977739,29844.00707,38.49005532,12444.23317,3155.473805,241.4777875,31241.40355,41.65866095,12444.23317,,,"M-H, M+HCOO",,,,,,,
10.09_492.2201n,492.2200604,491.2127839,1,10.0894,0.796766667,0,4.141143534,Condition 4,Condition 1,100 - 23.3 - 25.4 - 4.28,4841.907802,---,1169.21999,1275.660789,3506.116421,4841.907802,2577.443819,1000.452188,1191.668849,3670.284548,5240.50677,2577.443819,,,"M-H, M+HCOO",,,,,,,
9.99_1296.4265n,1296.426482,1295.419205,1,9.989866667,0.235533333,0,6.863188135,Condition 2,Condition 1,100 - 60.3 - 25.5 - 6.61,783.2327208,---,114.1208292,783.2327208,567.9506535,675.4449338,712.5028996,97.64837601,731.6631846,594.5440074,731.0493906,712.5028996,,,"M-H, M+HCOO",,,,,,,
11.64_1344.5335n,1344.533516,1389.573143,1,11.63588333,0.210916667,0,5.6399556,Condition 1,Condition 3,100 - 58.5 - 41 - 3.61,670.8868772,---,670.8868772,394.4486267,118.9525104,129.1317461,275.5278195,574.0495799,368.4773769,124.5222658,139.7622212,275.5278195,,,"M-H, M+HCOO",,,,,,,
11.74_1304.8278n,1304.82783,1349.829311,1,11.73865,0.31695,0,4.159845918,Condition 1,Condition 3,100 - 75.8 - 27.8 - 5.77,1830.787395,---,1830.787395,841.1303879,440.1094251,893.0359572,479.0957859,1566.527489,785.748759,460.7168241,966.5530965,479.0957859,,,"M-H, M+HCOO",,,,,,,
